-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2001 through 12/31/2009 
Location: Latitude  47.0   Longitude -95.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 438.39 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
RH2M     MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
YEAR,MO,DY,HR,RH2M
2004,5,20,13,30.38
2004,5,20,14,31.06
2004,5,20,15,32.44
2004,5,20,16,34.44
2004,5,20,17,36.75
2004,5,20,18,41.19
2004,5,20,19,53.12
2004,5,20,20,57.62
2004,5,20,21,58.44
2004,5,20,22,60.69
2004,5,20,23,62.75
2004,5,21,0,64.56
2004,5,21,1,67.25
2004,5,21,2,70.38
2004,5,21,3,71.69
2004,5,21,4,75.62
2004,5,21,5,74.94
2004,5,21,6,67.94
2004,5,21,7,54.19
2004,5,21,8,44.38
2004,5,21,9,41.62
2004,5,21,10,41.81
2004,5,21,11,41.81
2004,5,21,12,41.0
2004,5,21,13,40.31
2004,5,21,14,41.12
2004,5,21,15,43.75
2004,5,21,16,47.75
2004,5,21,17,52.69
2004,5,21,18,57.88
2004,5,21,19,63.5
2004,5,21,20,67.12
2004,5,21,21,66.94
2004,5,21,22,65.44
2004,5,21,23,65.25
2004,5,22,0,67.12
2004,5,22,1,71.44
2004,5,22,2,75.0
2004,5,22,3,80.25
2004,5,22,4,85.88
2004,5,22,5,88.12
2004,5,22,6,87.94
2004,5,22,7,86.44
2004,5,22,8,84.88
2004,5,22,9,82.94
2004,5,22,10,80.12
2004,5,22,11,77.44
2004,5,22,12,74.0
2004,5,22,13,70.25
2004,5,22,14,68.5
2004,5,22,15,69.56
2004,5,22,16,70.38
2004,5,22,17,71.56
2004,5,22,18,75.0
2004,5,22,19,83.62
2004,5,22,20,92.12
2004,5,22,21,95.44
2004,5,22,22,97.94
2004,5,22,23,98.81
2004,5,23,0,97.0
2004,5,23,1,95.56
2004,5,23,2,95.0
2004,5,23,3,95.0
2004,5,23,4,95.19
2004,5,23,5,94.44
2004,5,23,6,93.25
2004,5,23,7,90.69
2004,5,23,8,86.0
2004,5,23,9,81.69
2004,5,23,10,78.25
2004,5,23,11,73.81
2004,5,23,12,69.56
2004,5,23,13,66.12
2004,5,23,14,63.75
2004,5,23,15,62.0
2004,5,23,16,60.31
2004,5,23,17,59.25
2004,5,23,18,59.12
2004,5,23,19,61.44
2004,5,23,20,66.12
2004,5,23,21,70.0
2004,5,23,22,75.19
2004,5,23,23,82.0
2004,5,24,0,92.31
2004,5,24,1,97.62
2004,5,24,2,100.0
2004,5,24,3,100.0
2004,5,24,4,100.0
2004,5,24,5,92.06
2004,5,24,6,81.31
2004,5,24,7,72.81
2004,5,24,8,66.25
2004,5,24,9,61.81
2004,5,24,10,59.62
2004,5,24,11,59.69
2004,5,24,12,57.25
2004,5,24,13,54.56
2004,5,24,14,68.38
2004,5,24,15,84.62
2004,5,24,16,90.56
2004,5,24,17,92.75
2004,5,24,18,93.94
2004,5,24,19,94.94
2004,5,24,20,96.12
2004,5,24,21,96.62
2004,5,24,22,97.19
2004,5,24,23,97.75
2004,5,25,0,98.19
2004,5,25,1,98.69
2004,5,25,2,98.94
2004,5,25,3,98.12
2004,5,25,4,97.69
2004,5,25,5,97.31
2004,5,25,6,96.44
2004,5,25,7,94.12
2004,5,25,8,91.5
2004,5,25,9,90.5
2004,5,25,10,87.44
2004,5,25,11,76.62
2004,5,25,12,62.62
2004,5,25,13,53.38
2004,5,25,14,50.38
2004,5,25,15,49.62
2004,5,25,16,50.0
2004,5,25,17,51.69
2004,5,25,18,55.19
2004,5,25,19,66.06
2004,5,25,20,78.75
2004,5,25,21,83.0
2004,5,25,22,84.81
2004,5,25,23,86.25
2004,5,26,0,87.81
2004,5,26,1,88.62
2004,5,26,2,86.75
2004,5,26,3,86.44
2004,5,26,4,91.12
2004,5,26,5,85.44
2004,5,26,6,76.88
2004,5,26,7,63.31
2004,5,26,8,51.44
2004,5,26,9,45.56
2004,5,26,10,42.88
2004,5,26,11,41.56
2004,5,26,12,40.88
2004,5,26,13,40.44
2004,5,26,14,41.25
2004,5,26,15,44.0
2004,5,26,16,50.06
2004,5,26,17,58.75
2004,5,26,18,66.12
2004,5,26,19,74.19
2004,5,26,20,81.62
2004,5,26,21,87.12
2004,5,26,22,90.81
2004,5,26,23,94.12
2004,5,27,0,96.88
2004,5,27,1,97.5
2004,5,27,2,97.06
2004,5,27,3,96.88
2004,5,27,4,96.94
2004,5,27,5,95.19
2004,5,27,6,89.75
2004,5,27,7,78.31
2004,5,27,8,61.56
2004,5,27,9,48.62
2004,5,27,10,41.75
2004,5,27,11,38.25
2004,5,27,12,36.69
2004,5,27,13,36.06
2004,5,27,14,35.81
2004,5,27,15,35.88
2004,5,27,16,36.38
2004,5,27,17,37.62
2004,5,27,18,41.19
2004,5,27,19,58.31
2004,5,27,20,62.81
2004,5,27,21,64.81
2004,5,27,22,68.38
2004,5,27,23,74.75
2004,5,28,0,81.88
2004,5,28,1,88.12
2004,5,28,2,93.06
2004,5,28,3,97.69
2004,5,28,4,100.0
2004,5,28,5,90.62
2004,5,28,6,76.5
2004,5,28,7,56.56
2004,5,28,8,44.38
2004,5,28,9,41.25
2004,5,28,10,39.94
2004,5,28,11,39.44
2004,5,28,12,39.06
2004,5,28,13,38.81
2004,5,28,14,38.88
2004,5,28,15,39.06
2004,5,28,16,39.75
2004,5,28,17,41.38
2004,5,28,18,48.62
2004,5,28,19,60.25
2004,5,28,20,61.44
2004,5,28,21,64.5
2004,5,28,22,70.38
2004,5,28,23,78.31
2004,5,29,0,84.94
2004,5,29,1,89.56
2004,5,29,2,92.06
2004,5,29,3,92.88
2004,5,29,4,94.19
2004,5,29,5,94.56
2004,5,29,6,92.19
2004,5,29,7,89.62
2004,5,29,8,86.75
2004,5,29,9,84.38
2004,5,29,10,80.38
2004,5,29,11,74.31
2004,5,29,12,71.25
2004,5,29,13,71.88
2004,5,29,14,73.38
2004,5,29,15,76.06
2004,5,29,16,80.69
2004,5,29,17,86.38
2004,5,29,18,91.88
2004,5,29,19,94.94
2004,5,29,20,96.0
2004,5,29,21,96.12
2004,5,29,22,96.19
2004,5,29,23,96.44
2004,5,30,0,96.69
2004,5,30,1,97.06
2004,5,30,2,97.0
2004,5,30,3,97.06
2004,5,30,4,96.75
2004,5,30,5,96.44
2004,5,30,6,95.94
2004,5,30,7,95.31
2004,5,30,8,94.75
2004,5,30,9,93.81
2004,5,30,10,89.25
2004,5,30,11,85.94
2004,5,30,12,82.69
2004,5,30,13,78.94
2004,5,30,14,78.31
2004,5,30,15,80.06
2004,5,30,16,81.75
2004,5,30,17,82.12
2004,5,30,18,84.31
2004,5,30,19,88.62
2004,5,30,20,90.94
2004,5,30,21,93.56
2004,5,30,22,95.56
2004,5,30,23,96.31
2004,5,31,0,96.31
2004,5,31,1,96.75
2004,5,31,2,97.12
2004,5,31,3,96.62
2004,5,31,4,96.5
2004,5,31,5,95.75
2004,5,31,6,94.94
2004,5,31,7,92.19
2004,5,31,8,83.38
2004,5,31,9,74.69
2004,5,31,10,71.69
2004,5,31,11,70.44
2004,5,31,12,69.19
2004,5,31,13,68.81
2004,5,31,14,69.81
2004,5,31,15,70.5
2004,5,31,16,73.12
2004,5,31,17,78.56
2004,5,31,18,85.0
2004,5,31,19,91.62
2004,5,31,20,95.12
2004,5,31,21,95.5
2004,5,31,22,95.19
2004,5,31,23,94.19
2004,6,1,0,94.12
2004,6,1,1,94.25
2004,6,1,2,94.56
2004,6,1,3,95.06
2004,6,1,4,95.75
2004,6,1,5,95.94
2004,6,1,6,94.56
2004,6,1,7,91.31
2004,6,1,8,86.19
2004,6,1,9,80.25
2004,6,1,10,74.44
2004,6,1,11,71.0
2004,6,1,12,68.75
2004,6,1,13,67.56
2004,6,1,14,67.75
2004,6,1,15,68.75
2004,6,1,16,68.06
2004,6,1,17,67.56
2004,6,1,18,69.62
2004,6,1,19,78.31
2004,6,1,20,86.69
2004,6,1,21,88.94
2004,6,1,22,88.88
2004,6,1,23,88.75
2004,6,2,0,89.94
2004,6,2,1,92.81
2004,6,2,2,96.44
2004,6,2,3,99.62
2004,6,2,4,100.0
2004,6,2,5,96.81
2004,6,2,6,84.62
2004,6,2,7,65.62
2004,6,2,8,49.94
2004,6,2,9,46.31
2004,6,2,10,44.0
2004,6,2,11,42.44
2004,6,2,12,41.38
2004,6,2,13,40.88
2004,6,2,14,40.88
2004,6,2,15,41.12
2004,6,2,16,41.69
2004,6,2,17,42.56
2004,6,2,18,49.0
2004,6,2,19,62.81
2004,6,2,20,55.38
2004,6,2,21,54.44
2004,6,2,22,52.25
2004,6,2,23,52.75
2004,6,3,0,54.25
2004,6,3,1,56.56
2004,6,3,2,59.31
2004,6,3,3,59.88
2004,6,3,4,60.75
2004,6,3,5,63.5
2004,6,3,6,62.25
2004,6,3,7,57.19
2004,6,3,8,43.31
2004,6,3,9,41.31
2004,6,3,10,41.69
2004,6,3,11,42.44
2004,6,3,12,43.19
2004,6,3,13,44.12
2004,6,3,14,45.25
2004,6,3,15,46.44
2004,6,3,16,48.25
2004,6,3,17,50.62
2004,6,3,18,57.19
2004,6,3,19,64.88
2004,6,3,20,57.06
2004,6,3,21,57.81
2004,6,3,22,61.62
2004,6,3,23,67.62
2004,6,4,0,72.06
2004,6,4,1,75.75
2004,6,4,2,77.94
2004,6,4,3,78.88
2004,6,4,4,78.81
2004,6,4,5,73.31
2004,6,4,6,65.75
2004,6,4,7,61.31
2004,6,4,8,50.19
2004,6,4,9,46.06
2004,6,4,10,44.38
2004,6,4,11,43.19
2004,6,4,12,42.62
2004,6,4,13,42.5
2004,6,4,14,42.75
2004,6,4,15,43.5
2004,6,4,16,44.19
2004,6,4,17,47.62
2004,6,4,18,56.5
2004,6,4,19,65.06
2004,6,4,20,67.31
2004,6,4,21,70.19
2004,6,4,22,74.31
2004,6,4,23,79.44
2004,6,5,0,84.44
2004,6,5,1,89.25
2004,6,5,2,93.25
2004,6,5,3,95.62
2004,6,5,4,95.69
2004,6,5,5,94.69
2004,6,5,6,93.0
2004,6,5,7,91.94
2004,6,5,8,90.69
2004,6,5,9,86.44
2004,6,5,10,81.69
2004,6,5,11,75.12
2004,6,5,12,68.31
2004,6,5,13,63.81
2004,6,5,14,60.12
2004,6,5,15,56.81
2004,6,5,16,54.25
2004,6,5,17,53.69
2004,6,5,18,58.38
2004,6,5,19,70.31
2004,6,5,20,77.31
2004,6,5,21,81.12
2004,6,5,22,84.94
2004,6,5,23,88.88
2004,6,6,0,92.81
2004,6,6,1,95.0
2004,6,6,2,95.19
2004,6,6,3,99.5
2004,6,6,4,100.0
2004,6,6,5,87.12
2004,6,6,6,73.75
2004,6,6,7,59.69
2004,6,6,8,44.62
2004,6,6,9,38.12
2004,6,6,10,35.19
2004,6,6,11,33.62
2004,6,6,12,33.12
2004,6,6,13,33.12
2004,6,6,14,33.94
2004,6,6,15,35.81
2004,6,6,16,36.5
2004,6,6,17,40.0
2004,6,6,18,50.25
2004,6,6,19,55.81
2004,6,6,20,58.12
2004,6,6,21,63.19
2004,6,6,22,68.69
2004,6,6,23,73.12
2004,6,7,0,79.0
2004,6,7,1,86.56
2004,6,7,2,93.31
2004,6,7,3,97.19
2004,6,7,4,98.12
2004,6,7,5,96.5
2004,6,7,6,93.69
2004,6,7,7,87.56
2004,6,7,8,75.56
2004,6,7,9,66.0
2004,6,7,10,59.94
2004,6,7,11,56.0
2004,6,7,12,53.75
2004,6,7,13,52.75
2004,6,7,14,51.81
2004,6,7,15,49.06
2004,6,7,16,45.19
2004,6,7,17,45.38
2004,6,7,18,51.38
2004,6,7,19,59.94
2004,6,7,20,63.12
2004,6,7,21,65.25
2004,6,7,22,68.0
2004,6,7,23,71.44
2004,6,8,0,71.81
2004,6,8,1,68.88
2004,6,8,2,70.88
2004,6,8,3,76.19
2004,6,8,4,79.44
2004,6,8,5,77.69
2004,6,8,6,69.12
2004,6,8,7,64.44
2004,6,8,8,66.12
2004,6,8,9,68.88
2004,6,8,10,64.06
2004,6,8,11,53.38
2004,6,8,12,44.44
2004,6,8,13,40.12
2004,6,8,14,39.38
2004,6,8,15,39.94
2004,6,8,16,41.88
2004,6,8,17,44.81
2004,6,8,18,49.81
2004,6,8,19,58.94
2004,6,8,20,65.06
2004,6,8,21,70.25
2004,6,8,22,76.31
2004,6,8,23,81.69
2004,6,9,0,85.19
2004,6,9,1,87.75
2004,6,9,2,90.19
2004,6,9,3,92.12
2004,6,9,4,93.81
2004,6,9,5,93.5
2004,6,9,6,93.81
2004,6,9,7,91.5
2004,6,9,8,85.81
2004,6,9,9,78.38
2004,6,9,10,71.06
2004,6,9,11,65.62
2004,6,9,12,59.81
2004,6,9,13,55.31
2004,6,9,14,52.25
2004,6,9,15,50.62
2004,6,9,16,50.0
2004,6,9,17,50.56
2004,6,9,18,53.25
2004,6,9,19,61.69
2004,6,9,20,68.0
2004,6,9,21,68.94
2004,6,9,22,71.06
2004,6,9,23,71.5
2004,6,10,0,70.88
2004,6,10,1,70.56
2004,6,10,2,69.31
2004,6,10,3,68.06
2004,6,10,4,69.0
2004,6,10,5,67.44
2004,6,10,6,59.88
2004,6,10,7,53.19
2004,6,10,8,47.88
2004,6,10,9,43.69
2004,6,10,10,41.06
2004,6,10,11,39.5
2004,6,10,12,39.0
2004,6,10,13,39.06
2004,6,10,14,39.94
2004,6,10,15,42.12
2004,6,10,16,45.81
2004,6,10,17,50.38
2004,6,10,18,55.44
2004,6,10,19,61.5
2004,6,10,20,67.12
2004,6,10,21,71.12
2004,6,10,22,74.38
2004,6,10,23,77.25
2004,6,11,0,80.75
2004,6,11,1,84.75
2004,6,11,2,88.5
2004,6,11,3,91.88
2004,6,11,4,94.5
2004,6,11,5,94.12
2004,6,11,6,91.69
2004,6,11,7,88.38
2004,6,11,8,84.0
2004,6,11,9,80.5
2004,6,11,10,76.62
2004,6,11,11,71.75
2004,6,11,12,68.25
2004,6,11,13,67.25
2004,6,11,14,68.0
2004,6,11,15,70.0
2004,6,11,16,73.19
2004,6,11,17,78.62
2004,6,11,18,86.38
2004,6,11,19,93.81
2004,6,11,20,96.81
2004,6,11,21,96.75
2004,6,11,22,97.56
2004,6,11,23,98.56
2004,6,12,0,98.56
2004,6,12,1,98.12
2004,6,12,2,97.62
2004,6,12,3,97.12
2004,6,12,4,97.69
2004,6,12,5,95.88
2004,6,12,6,92.44
2004,6,12,7,82.12
2004,6,12,8,65.06
2004,6,12,9,55.12
2004,6,12,10,50.81
2004,6,12,11,48.06
2004,6,12,12,46.0
2004,6,12,13,43.94
2004,6,12,14,42.56
2004,6,12,15,41.94
2004,6,12,16,42.06
2004,6,12,17,44.38
2004,6,12,18,51.31
2004,6,12,19,61.94
2004,6,12,20,69.5
2004,6,12,21,74.75
2004,6,12,22,80.88
2004,6,12,23,86.44
2004,6,13,0,90.19
2004,6,13,1,90.75
2004,6,13,2,89.81
2004,6,13,3,89.25
2004,6,13,4,87.69
2004,6,13,5,78.06
2004,6,13,6,69.75
2004,6,13,7,58.44
2004,6,13,8,50.5
2004,6,13,9,48.5
2004,6,13,10,47.75
2004,6,13,11,47.62
2004,6,13,12,47.88
2004,6,13,13,48.12
2004,6,13,14,48.12
2004,6,13,15,47.62
2004,6,13,16,47.31
2004,6,13,17,49.06
2004,6,13,18,53.19
2004,6,13,19,59.69
2004,6,13,20,71.19
2004,6,13,21,79.88
2004,6,13,22,84.94
2004,6,13,23,87.44
2004,6,14,0,90.12
2004,6,14,1,94.06
2004,6,14,2,98.25
2004,6,14,3,100.0
2004,6,14,4,100.0
2004,6,14,5,93.88
2004,6,14,6,84.0
2004,6,14,7,74.06
2004,6,14,8,68.94
2004,6,14,9,65.44
2004,6,14,10,62.0
2004,6,14,11,58.5
2004,6,14,12,55.5
2004,6,14,13,53.06
2004,6,14,14,51.38
2004,6,14,15,51.25
2004,6,14,16,51.69
2004,6,14,17,53.19
2004,6,14,18,55.75
2004,6,14,19,65.25
2004,6,14,20,74.06
2004,6,14,21,76.69
2004,6,14,22,78.56
2004,6,14,23,81.19
2004,6,15,0,84.19
2004,6,15,1,86.38
2004,6,15,2,87.25
2004,6,15,3,87.81
2004,6,15,4,88.62
2004,6,15,5,81.31
2004,6,15,6,73.19
2004,6,15,7,62.75
2004,6,15,8,56.19
2004,6,15,9,50.0
2004,6,15,10,46.56
2004,6,15,11,48.69
2004,6,15,12,51.5
2004,6,15,13,54.0
2004,6,15,14,58.44
2004,6,15,15,65.44
2004,6,15,16,73.31
2004,6,15,17,80.19
2004,6,15,18,86.5
2004,6,15,19,90.62
2004,6,15,20,92.56
2004,6,15,21,93.25
2004,6,15,22,93.62
2004,6,15,23,94.44
2004,6,16,0,97.06
2004,6,16,1,98.94
2004,6,16,2,97.88
2004,6,16,3,96.69
2004,6,16,4,94.75
2004,6,16,5,87.31
2004,6,16,6,82.88
2004,6,16,7,74.44
2004,6,16,8,60.94
2004,6,16,9,54.12
2004,6,16,10,50.06
2004,6,16,11,46.94
2004,6,16,12,44.81
2004,6,16,13,43.88
2004,6,16,14,43.38
2004,6,16,15,43.44
2004,6,16,16,44.38
2004,6,16,17,46.81
2004,6,16,18,51.69
2004,6,16,19,60.06
2004,6,16,20,70.56
2004,6,16,21,72.31
2004,6,16,22,77.88
2004,6,16,23,82.75
2004,6,17,0,88.25
2004,6,17,1,90.75
2004,6,17,2,89.06
2004,6,17,3,92.19
2004,6,17,4,93.69
2004,6,17,5,86.38
2004,6,17,6,72.94
2004,6,17,7,60.5
2004,6,17,8,55.06
2004,6,17,9,50.31
2004,6,17,10,46.69
2004,6,17,11,43.56
2004,6,17,12,42.25
2004,6,17,13,42.19
2004,6,17,14,43.25
2004,6,17,15,44.88
2004,6,17,16,47.0
2004,6,17,17,49.62
2004,6,17,18,53.25
2004,6,17,19,62.69
2004,6,17,20,67.88
2004,6,17,21,70.31
2004,6,17,22,76.5
2004,6,17,23,88.62
2004,6,18,0,85.56
2004,6,18,1,78.06
2004,6,18,2,77.75
2004,6,18,3,81.0
2004,6,18,4,84.06
2004,6,18,5,80.56
2004,6,18,6,70.5
2004,6,18,7,60.25
2004,6,18,8,52.44
2004,6,18,9,47.5
2004,6,18,10,44.31
2004,6,18,11,42.81
2004,6,18,12,42.31
2004,6,18,13,42.0
2004,6,18,14,41.75
2004,6,18,15,41.62
2004,6,18,16,41.88
2004,6,18,17,43.06
2004,6,18,18,45.38
2004,6,18,19,51.38
2004,6,18,20,62.56
2004,6,18,21,67.19
2004,6,18,22,71.0
2004,6,18,23,74.12
2004,6,19,0,77.0
2004,6,19,1,78.38
2004,6,19,2,78.44
2004,6,19,3,77.94
2004,6,19,4,79.12
2004,6,19,5,70.81
2004,6,19,6,59.25
2004,6,19,7,45.44
2004,6,19,8,38.81
2004,6,19,9,37.19
2004,6,19,10,36.5
2004,6,19,11,36.12
2004,6,19,12,35.94
2004,6,19,13,35.62
2004,6,19,14,35.12
2004,6,19,15,34.94
2004,6,19,16,34.88
2004,6,19,17,35.0
2004,6,19,18,36.88
2004,6,19,19,44.69
2004,6,19,20,51.19
2004,6,19,21,53.25
2004,6,19,22,56.62
2004,6,19,23,61.19
2004,6,20,0,65.81
2004,6,20,1,70.25
2004,6,20,2,75.25
2004,6,20,3,79.44
2004,6,20,4,82.94
2004,6,20,5,80.19
2004,6,20,6,70.06
2004,6,20,7,57.94
2004,6,20,8,48.75
2004,6,20,9,42.56
2004,6,20,10,38.38
2004,6,20,11,35.44
2004,6,20,12,33.62
2004,6,20,13,32.44
2004,6,20,14,31.69
2004,6,20,15,31.06
2004,6,20,16,30.5
2004,6,20,17,30.44
2004,6,20,18,32.25
2004,6,20,19,39.12
2004,6,20,20,46.5
2004,6,20,21,51.25
2004,6,20,22,59.0
2004,6,20,23,67.38
2004,6,21,0,72.06
2004,6,21,1,73.69
2004,6,21,2,79.0
2004,6,21,3,88.44
2004,6,21,4,95.75
2004,6,21,5,90.62
2004,6,21,6,79.0
2004,6,21,7,63.94
2004,6,21,8,55.62
2004,6,21,9,51.5
2004,6,21,10,48.75
2004,6,21,11,47.31
2004,6,21,12,46.75
2004,6,21,13,46.56
2004,6,21,14,47.31
2004,6,21,15,48.38
2004,6,21,16,48.94
2004,6,21,17,50.12
2004,6,21,18,52.06
2004,6,21,19,55.81
2004,6,21,20,65.19
2004,6,21,21,71.56
2004,6,21,22,75.62
2004,6,21,23,79.12
2004,6,22,0,81.94
2004,6,22,1,83.5
2004,6,22,2,84.06
2004,6,22,3,87.19
2004,6,22,4,87.56
2004,6,22,5,75.06
2004,6,22,6,65.19
2004,6,22,7,50.0
2004,6,22,8,41.75
2004,6,22,9,39.69
2004,6,22,10,40.94
2004,6,22,11,45.81
2004,6,22,12,48.5
2004,6,22,13,49.12
2004,6,22,14,52.75
2004,6,22,15,57.19
2004,6,22,16,59.06
2004,6,22,17,57.88
2004,6,22,18,55.75
2004,6,22,19,56.62
2004,6,22,20,63.44
2004,6,22,21,63.81
2004,6,22,22,64.56
2004,6,22,23,66.81
2004,6,23,0,69.94
2004,6,23,1,72.75
2004,6,23,2,73.31
2004,6,23,3,71.62
2004,6,23,4,72.12
2004,6,23,5,69.25
2004,6,23,6,62.44
2004,6,23,7,59.31
2004,6,23,8,56.31
2004,6,23,9,64.69
2004,6,23,10,74.88
2004,6,23,11,74.31
2004,6,23,12,75.06
2004,6,23,13,73.06
2004,6,23,14,67.56
2004,6,23,15,64.31
2004,6,23,16,62.88
2004,6,23,17,58.06
2004,6,23,18,51.12
2004,6,23,19,51.31
2004,6,23,20,57.94
2004,6,23,21,61.69
2004,6,23,22,65.19
2004,6,23,23,69.38
2004,6,24,0,73.38
2004,6,24,1,78.31
2004,6,24,2,81.12
2004,6,24,3,83.0
2004,6,24,4,84.88
2004,6,24,5,78.75
2004,6,24,6,66.5
2004,6,24,7,53.38
2004,6,24,8,48.31
2004,6,24,9,46.31
2004,6,24,10,43.81
2004,6,24,11,39.5
2004,6,24,12,35.44
2004,6,24,13,33.12
2004,6,24,14,31.94
2004,6,24,15,31.69
2004,6,24,16,32.12
2004,6,24,17,33.12
2004,6,24,18,35.38
2004,6,24,19,42.12
2004,6,24,20,51.12
2004,6,24,21,58.94
2004,6,24,22,67.69
2004,6,24,23,75.81
2004,6,25,0,85.31
2004,6,25,1,92.38
2004,6,25,2,98.06
2004,6,25,3,100.0
2004,6,25,4,100.0
2004,6,25,5,93.06
2004,6,25,6,79.25
2004,6,25,7,66.62
2004,6,25,8,61.62
2004,6,25,9,57.81
2004,6,25,10,54.5
2004,6,25,11,51.69
2004,6,25,12,50.12
2004,6,25,13,49.56
2004,6,25,14,49.62
2004,6,25,15,50.62
2004,6,25,16,51.38
2004,6,25,17,53.19
2004,6,25,18,55.81
2004,6,25,19,61.0
2004,6,25,20,73.19
2004,6,25,21,80.31
2004,6,25,22,86.31
2004,6,25,23,92.88
2004,6,26,0,98.31
2004,6,26,1,100.0
2004,6,26,2,100.0
2004,6,26,3,100.0
2004,6,26,4,100.0
2004,6,26,5,94.5
2004,6,26,6,81.06
2004,6,26,7,64.25
2004,6,26,8,55.88
2004,6,26,9,51.31
2004,6,26,10,48.25
2004,6,26,11,46.25
2004,6,26,12,44.81
2004,6,26,13,44.62
2004,6,26,14,45.5
2004,6,26,15,46.88
2004,6,26,16,48.06
2004,6,26,17,49.94
2004,6,26,18,52.56
2004,6,26,19,61.31
2004,6,26,20,69.12
2004,6,26,21,72.69
2004,6,26,22,75.38
2004,6,26,23,77.81
2004,6,27,0,80.06
2004,6,27,1,82.38
2004,6,27,2,84.94
2004,6,27,3,82.94
2004,6,27,4,86.81
2004,6,27,5,86.25
2004,6,27,6,81.12
2004,6,27,7,72.0
2004,6,27,8,63.12
2004,6,27,9,58.69
2004,6,27,10,55.44
2004,6,27,11,53.38
2004,6,27,12,51.38
2004,6,27,13,47.88
2004,6,27,14,45.06
2004,6,27,15,43.19
2004,6,27,16,42.44
2004,6,27,17,42.88
2004,6,27,18,45.56
2004,6,27,19,56.56
2004,6,27,20,63.44
2004,6,27,21,67.44
2004,6,27,22,72.19
2004,6,27,23,76.12
2004,6,28,0,78.81
2004,6,28,1,78.69
2004,6,28,2,76.62
2004,6,28,3,74.81
2004,6,28,4,75.31
2004,6,28,5,70.31
2004,6,28,6,62.81
2004,6,28,7,53.12
2004,6,28,8,44.06
2004,6,28,9,40.19
2004,6,28,10,38.44
2004,6,28,11,37.38
2004,6,28,12,36.62
2004,6,28,13,35.75
2004,6,28,14,35.31
2004,6,28,15,35.12
2004,6,28,16,35.88
2004,6,28,17,37.44
2004,6,28,18,41.25
2004,6,28,19,48.19
2004,6,28,20,55.19
2004,6,28,21,59.81
2004,6,28,22,64.94
2004,6,28,23,69.69
2004,6,29,0,74.0
2004,6,29,1,77.56
2004,6,29,2,79.75
2004,6,29,3,81.25
2004,6,29,4,83.06
2004,6,29,5,77.62
2004,6,29,6,68.0
2004,6,29,7,57.44
2004,6,29,8,43.56
2004,6,29,9,35.62
2004,6,29,10,34.38
2004,6,29,11,33.75
2004,6,29,12,33.19
2004,6,29,13,32.75
2004,6,29,14,32.44
2004,6,29,15,32.31
2004,6,29,16,32.5
2004,6,29,17,33.94
2004,6,29,18,40.62
2004,6,29,19,51.5
2004,6,29,20,54.69
2004,6,29,21,56.56
2004,6,29,22,58.19
2004,6,29,23,59.62
2004,6,30,0,61.12
2004,6,30,1,62.75
2004,6,30,2,64.31
2004,6,30,3,65.62
2004,6,30,4,66.69
2004,6,30,5,60.62
2004,6,30,6,54.0
2004,6,30,7,51.31
2004,6,30,8,40.62
2004,6,30,9,32.25
2004,6,30,10,31.06
2004,6,30,11,30.62
2004,6,30,12,30.31
2004,6,30,13,30.38
2004,6,30,14,31.0
2004,6,30,15,32.06
2004,6,30,16,33.94
2004,6,30,17,36.69
2004,6,30,18,40.69
2004,6,30,19,46.69
2004,6,30,20,51.81
2004,6,30,21,53.75
2004,6,30,22,56.88
2004,6,30,23,59.69
2004,7,1,0,62.56
2004,7,1,1,65.19
2004,7,1,2,68.19
2004,7,1,3,72.19
2004,7,1,4,75.25
2004,7,1,5,70.44
2004,7,1,6,58.56
2004,7,1,7,47.44
2004,7,1,8,41.94
2004,7,1,9,37.88
2004,7,1,10,34.81
2004,7,1,11,32.44
2004,7,1,12,30.94
2004,7,1,13,30.31
2004,7,1,14,30.56
2004,7,1,15,31.19
2004,7,1,16,31.81
2004,7,1,17,33.0
2004,7,1,18,38.31
2004,7,1,19,49.31
2004,7,1,20,49.94
2004,7,1,21,51.75
2004,7,1,22,54.62
2004,7,1,23,57.0
2004,7,2,0,58.06
2004,7,2,1,61.44
2004,7,2,2,68.62
2004,7,2,3,75.19
2004,7,2,4,79.56
2004,7,2,5,79.38
2004,7,2,6,78.19
2004,7,2,7,70.56
2004,7,2,8,59.88
2004,7,2,9,56.12
2004,7,2,10,58.75
2004,7,2,11,67.0
2004,7,2,12,74.06
2004,7,2,13,76.0
2004,7,2,14,76.25
2004,7,2,15,78.25
2004,7,2,16,81.94
2004,7,2,17,85.75
2004,7,2,18,88.81
2004,7,2,19,90.75
2004,7,2,20,92.12
2004,7,2,21,93.25
2004,7,2,22,94.88
2004,7,2,23,95.94
2004,7,3,0,96.88
2004,7,3,1,97.62
2004,7,3,2,97.94
2004,7,3,3,98.06
2004,7,3,4,98.25
2004,7,3,5,97.19
2004,7,3,6,95.25
2004,7,3,7,92.31
2004,7,3,8,88.56
2004,7,3,9,83.31
2004,7,3,10,76.31
2004,7,3,11,69.25
2004,7,3,12,65.06
2004,7,3,13,64.38
2004,7,3,14,65.56
2004,7,3,15,67.62
