tair,rh,D_air,irradiance,apar,Vm25,LAI,Ac,Reco,NEE
8.2837,0.0,0.23763956936031827,0.0,0.0,38.43125,0.0,0.0,3.329396277083792,3.329396277083792
5.2163,0.0,0.1927469837454721,0.0,0.0,38.43125,0.0,0.0,2.6917055420894904,2.6917055420894904
2.2535,0.0,0.15675958461164977,0.0,0.0,38.43125,0.0,0.0,2.1919890564142426,2.1919890564142426
-0.4029,0.0,0.1297491859480346,0.0,0.0,38.43125,0.0,0.0,1.8233614707779493,1.8233614707779493
-2.5719,0.0,0.11087879016347545,0.0,0.0,38.43125,0.0,0.0,1.5688425780516313,1.5688425780516313
-3.0467,0.0,0.13955714018151688,0.0,0.0,38.43125,0.0,0.0,1.518051353211274,1.518051353211274
-3.742,0.0,0.13260550934118473,0.0,0.0,38.43125,0.0,0.0,1.446624605463083,1.446624605463083
-3.742,0.0,0.13260550934118473,0.0,0.0,38.43125,0.0,0.0,1.446624605463083,1.446624605463083
-3.0467,0.0,0.13955714018151688,0.0,0.0,38.43125,0.0,0.0,1.518051353211274,1.518051353211274
-1.7036,0.0,0.15392004973137902,0.0,0.0,38.43125,0.0,0.0,1.666164212380304,1.666164212380304
0.1958,0.0,0.17650037456468964,0.0,0.0,38.43125,0.0,0.0,1.9006206319282937,1.9006206319282937
2.5222,0.0,0.2081827779613651,0.0,0.0,38.43125,0.0,0.0,2.2331971121373555,2.2331971121373555
5.1169,0.0,0.24945872385013637,0.0,110.45243999999998,38.43125,0.0,0.0,2.6732237477137617,2.6732237477137617
7.8031,0.0,0.2997741193341492,0.0,403.95222,38.43125,0.0,0.0,3.220312278920278,3.220312278920278
10.3978,0.0,0.35680915296486204,0.0,643.5938199999999,38.43125,0.0,0.0,3.854838971569681,3.854838971569681
12.7242,0.0,0.4159956254187899,0.0,813.0460899999998,38.43125,0.0,0.0,4.529370624757444,4.529370624757444
14.6236,0.0,0.4706614381709801,0.0,900.76096,38.43125,0.0,0.0,5.166726781849169,5.166726781849169
15.9667,0.0,0.513096382699512,0.0,900.76096,38.43125,0.0,0.0,5.670832703289876,5.670832703289876
16.662,0.0,0.5363775024770607,0.0,813.0460899999998,38.43125,0.0,0.0,5.950828726785125,5.950828726785125
16.662,0.0,0.5363775024770607,0.0,643.5938199999999,38.43125,0.0,0.0,5.950828726785125,5.950828726785125
15.9667,0.0,0.513096382699512,0.0,403.95222,38.43125,0.0,0.0,5.670832703289876,5.670832703289876
14.6236,0.0,0.4706614381709801,0.0,110.45243999999998,38.43125,0.0,0.0,5.166726781849169,5.166726781849169
12.7242,0.0,0.4159956254187899,0.0,0.0,38.43125,0.0,0.0,4.529370624757444,4.529370624757444
10.3978,0.0,0.35680915296486204,0.0,0.0,38.43125,0.0,0.0,3.854838971569681,3.854838971569681
7.8031,0.0,0.2997741193341492,0.0,0.0,38.43125,0.0,0.0,3.220312278920278,3.220312278920278
5.1169,0.0,0.24945872385013637,0.0,0.0,38.43125,0.0,0.0,2.6732237477137617,2.6732237477137617
2.5222,0.0,0.2081827779613651,0.0,0.0,38.43125,0.0,0.0,2.2331971121373555,2.2331971121373555
0.1959,0.0,0.1765016377672848,0.0,0.0,38.43125,0.0,0.0,1.900633806072272,1.900633806072272
-1.7036,0.0,0.15392004973137902,0.0,0.0,38.43125,0.0,0.0,1.666164212380304,1.666164212380304
-7.9253,0.0,0.07203472735642318,0.0,0.0,38.43125,0.0,0.0,1.0824951758697345,1.0824951758697345
-8.826,0.0,0.06725185388873224,0.0,0.0,38.43125,0.0,0.0,1.0169794982938851,1.0169794982938851
-8.826,0.0,0.06725185388873224,0.0,0.0,38.43125,0.0,0.0,1.0169794982938851,1.0169794982938851
-7.9253,0.0,0.07203472735642318,0.0,0.0,38.43125,0.0,0.0,1.0824951758697345,1.0824951758697345
-6.1854,0.0,0.08215042186644525,0.0,0.0,38.43125,0.0,0.0,1.2212432562565416,1.2212432562565416
-3.7248,0.0,0.09864112785972193,0.0,0.0,38.43125,0.0,0.0,1.4483503188463325,1.4483503188463325
-0.7112,0.0,0.1228588533588606,0.0,0.0,38.43125,0.0,0.0,1.7848101159266097,1.7848101159266097
2.6501,0.0,0.15606219646245634,0.0,126.50574999999999,38.43125,0.0,0.0,2.253083209991467,2.253083209991467
6.1299,0.0,0.19870875022985204,0.0,457.54521,38.43125,0.0,0.0,2.86767314376576,2.86767314376576
9.4912,0.0,0.2495228799687925,0.0,727.8377599999999,38.43125,0.0,0.0,3.6200524382436505,3.6200524382436505
12.5048,0.0,0.3046458926757363,0.0,918.9636199999999,38.43125,0.0,0.0,4.461010660120253,4.461010660120253
14.9654,0.0,0.35746101008622416,0.0,1017.89766,38.43125,0.0,0.0,5.290597249042084,5.290597249042084
16.7053,0.0,0.3995892368363392,0.0,1017.89766,38.43125,0.0,0.0,5.968715940716209,5.968715940716209
17.606,0.0,0.42309119290887875,0.0,918.9636199999999,38.43125,0.0,0.0,6.353231528070525,6.353231528070525
17.606,0.0,0.42309119290887875,0.0,727.8377599999999,38.43125,0.0,0.0,6.353231528070525,6.353231528070525
16.7053,0.0,0.3995892368363392,0.0,457.54521,38.43125,0.0,0.0,5.968715940716209,5.968715940716209
14.9654,0.0,0.35746101008622416,0.0,126.50574999999999,38.43125,0.0,0.0,5.290597249042084,5.290597249042084
12.5048,0.0,0.3046458926757363,0.0,0.0,38.43125,0.0,0.0,4.461010660120253,4.461010660120253
9.4912,0.0,0.2495228799687925,0.0,0.0,38.43125,0.0,0.0,3.6200524382436505,3.6200524382436505
6.1299,0.0,0.19870875022985204,0.0,0.0,38.43125,0.0,0.0,2.86767314376576,2.86767314376576
2.6501,0.0,0.15606219646245634,0.0,0.0,38.43125,0.0,0.0,2.253083209991467,2.253083209991467
-0.7111,0.0,0.12285973851673834,0.0,0.0,38.43125,0.0,0.0,1.7848224873304863,1.7848224873304863
-3.7248,0.0,0.09864112785972193,0.0,0.0,38.43125,0.0,0.0,1.4483503188463325,1.4483503188463325
-6.1854,0.0,0.08215042186644525,0.0,0.0,38.43125,0.0,0.0,1.2212432562565416,1.2212432562565416
-8.4187,0.0,0.09570061537865548,0.0,0.0,38.43125,0.0,0.0,1.0460998735859306,1.0460998735859306
-9.2808,0.0,0.08958870127362259,0.0,0.0,38.43125,0.0,0.0,0.9854199574694483,0.9854199574694483
-9.2808,0.0,0.08958870127362259,0.0,0.0,38.43125,0.0,0.0,0.9854199574694483,0.9854199574694483
-8.4187,0.0,0.09570061537865548,0.0,0.0,38.43125,0.0,0.0,1.0460998735859306,1.0460998735859306
-6.7532,0.0,0.10858273881792523,0.0,0.0,38.43125,0.0,0.0,1.174112455849466,1.174112455849466
-4.3978,0.0,0.12946884021222688,0.0,0.0,38.43125,0.0,0.0,1.3823381711761327,1.3823381711761327
-1.513,0.0,0.1599326696109681,0.0,0.0,38.43125,0.0,0.0,1.688322598895364,1.688322598895364
1.7045,0.0,0.2013819528239807,0.0,118.96979999999999,38.43125,0.0,0.0,2.110142743924553,2.110142743924553
5.0355,0.0,0.25421159622886297,0.0,425.27,38.43125,0.0,0.0,2.658183307056794,2.658183307056794
8.253,0.0,0.3167003532789533,0.0,675.3632599999999,38.43125,0.0,0.0,3.3223189816195187,3.3223189816195187
11.1378,0.0,0.38405595932977155,0.0,852.2058899999998,38.43125,0.0,0.0,4.05772359786234,4.05772359786234
13.4932,0.0,0.4482516750894301,0.0,943.7463499999999,38.43125,0.0,0.0,4.777350065117116,4.777350065117116
15.1587,0.0,0.49925869679079504,0.0,943.7463499999999,38.43125,0.0,0.0,5.361960515471288,5.361960515471288
16.0208,0.0,0.5276434201549909,0.0,852.2058899999998,38.43125,0.0,0.0,5.692137829044496,5.692137829044496
16.0208,0.0,0.5276434201549909,0.0,675.3632599999999,38.43125,0.0,0.0,5.692137829044496,5.692137829044496
15.1587,0.0,0.49925869679079504,0.0,425.27,38.43125,0.0,0.0,5.361960515471288,5.361960515471288
13.4932,0.0,0.4482516750894301,0.0,118.96979999999999,38.43125,0.0,0.0,4.777350065117116,4.777350065117116
11.1378,0.0,0.38405595932977155,0.0,0.0,38.43125,0.0,0.0,4.05772359786234,4.05772359786234
8.2531,0.0,0.31670249194614414,0.0,0.0,38.43125,0.0,0.0,3.3223420102596877,3.3223420102596877
5.0355,0.0,0.25421159622886297,0.0,0.0,38.43125,0.0,0.0,2.658183307056794,2.658183307056794
1.7045,0.0,0.2013819528239807,0.0,0.0,38.43125,0.0,0.0,2.110142743924553,2.110142743924553
-1.513,0.0,0.1599326696109681,0.0,0.0,38.43125,0.0,0.0,1.688322598895364,1.688322598895364
-4.3978,0.0,0.12946884021222688,0.0,0.0,38.43125,0.0,0.0,1.3823381711761327,1.3823381711761327
-6.7532,0.0,0.10858273881792523,0.0,0.0,38.43125,0.0,0.0,1.174112455849466,1.174112455849466
-8.7404,0.0,0.09630528554078464,0.0,0.0,38.43125,0.0,0.0,1.023031519889236,1.023031519889236
-9.5478,0.0,0.0905205775025902,0.0,0.0,38.43125,0.0,0.0,0.9673504829254153,0.9673504829254153
-9.5478,0.0,0.0905205775025902,0.0,0.0,38.43125,0.0,0.0,0.9673504829254153,0.9673504829254153
-8.7404,0.0,0.09630528554078464,0.0,0.0,38.43125,0.0,0.0,1.023031519889236,1.023031519889236
-7.1806,0.0,0.10843276882725288,0.0,0.0,38.43125,0.0,0.0,1.1398394224094708,1.1398394224094708
-4.9747,0.0,0.1279336216864794,0.0,0.0,38.43125,0.0,0.0,1.32815230437721,1.32815230437721
-2.2731,0.0,0.1560828509519446,0.0,0.0,38.43125,0.0,0.0,1.601674066472087,1.601674066472087
0.7402,0.0,0.19394592837502922,0.0,121.50623999999999,38.43125,0.0,0.0,1.973710776331742,1.973710776331742
3.8598,0.0,0.24164157356429192,0.0,429.03119,38.43125,0.0,0.0,2.450150884510712,2.450150884510712
6.8731,0.0,0.2974326745519481,0.0,680.12426,38.43125,0.0,0.0,3.0192717142815892,3.0192717142815892
9.5747,0.0,0.3569756090044125,0.0,857.6741399999999,38.43125,0.0,0.0,3.6410652516731967,3.6410652516731967
11.7806,0.0,0.4132689977560246,0.0,949.58053,38.43125,0.0,0.0,4.242605677012898,4.242605677012898
13.3404,0.0,0.45773014160045933,0.0,949.58053,38.43125,0.0,0.0,4.72701877740884,4.72701877740884
14.1478,0.0,0.4823818598599627,0.0,857.6741399999999,38.43125,0.0,0.0,4.999107655141781,4.999107655141781
14.1478,0.0,0.4823818598599627,0.0,680.12426,38.43125,0.0,0.0,4.999107655141781,4.999107655141781
13.3404,0.0,0.45773014160045933,0.0,429.03119,38.43125,0.0,0.0,4.72701877740884,4.72701877740884
11.7806,0.0,0.4132689977560246,0.0,121.50623999999999,38.43125,0.0,0.0,4.242605677012898,4.242605677012898
9.5747,0.0,0.3569756090044125,0.0,0.0,38.43125,0.0,0.0,3.6410652516731967,3.6410652516731967
6.8731,0.0,0.2974326745519481,0.0,0.0,38.43125,0.0,0.0,3.0192717142815892,3.0192717142815892
3.8598,0.0,0.24164157356429192,0.0,0.0,38.43125,0.0,0.0,2.450150884510712,2.450150884510712
0.7402,0.0,0.19394592837502922,0.0,0.0,38.43125,0.0,0.0,1.973710776331742,1.973710776331742
-2.273,0.0,0.15608398848352717,0.0,0.0,38.43125,0.0,0.0,1.6016851684691944,1.6016851684691944
-4.9747,0.0,0.1279336216864794,0.0,0.0,38.43125,0.0,0.0,1.32815230437721,1.32815230437721
-7.1806,0.0,0.10843276882725288,0.0,0.0,38.43125,0.0,0.0,1.1398394224094708,1.1398394224094708
-11.1614,0.0,0.09198014033669967,0.0,0.0,38.43125,0.0,0.0,0.8649871439140601,0.8649871439140601
-11.9945,0.0,0.08618187510920525,0.0,0.0,38.43125,0.0,0.0,0.816452350671983,0.816452350671983
-11.9945,0.0,0.08618187510920525,0.0,0.0,38.43125,0.0,0.0,0.816452350671983,0.816452350671983
-11.1614,0.0,0.09198014033669967,0.0,0.0,38.43125,0.0,0.0,0.8649871439140601,0.8649871439140601
-9.552,0.0,0.1041876308300519,0.0,0.0,38.43125,0.0,0.0,0.967068907084699,0.967068907084699
-7.276,0.0,0.12394718223513387,0.0,0.0,38.43125,0.0,0.0,1.132326958695776,1.132326958695776
-4.4885,0.0,0.1527094695688197,0.0,0.0,38.43125,0.0,0.0,1.3736748863547148,1.3736748863547148
-1.3794,0.0,0.19176004994141507,0.0,150.60261999999997,38.43125,0.0,0.0,1.7040298354758898,1.7040298354758898
1.8394,0.0,0.2414257672257844,0.0,525.00628,38.43125,0.0,0.0,2.129966286825401,2.129966286825401
4.9485,0.0,0.3000555795462243,0.0,830.7059499999999,38.43125,0.0,0.0,2.6422016864120295,2.6422016864120295
7.736,0.0,0.36314182168664066,0.0,1046.868,38.43125,0.0,0.0,3.205369326796551,3.205369326796551
10.012,0.0,0.4231881589344756,0.0,1158.7616199999998,38.43125,0.0,0.0,3.753120459895398,3.753120459895398
11.6214,0.0,0.4708530964109254,0.0,1158.7616199999998,38.43125,0.0,0.0,4.1960462960000635,4.1960462960000635
12.4545,0.0,0.49736375930002835,0.0,1046.868,38.43125,0.0,0.0,4.445484293505894,4.445484293505894
12.4545,0.0,0.49736375930002835,0.0,830.7059499999999,38.43125,0.0,0.0,4.445484293505894,4.445484293505894
11.6214,0.0,0.4708530964109254,0.0,525.00628,38.43125,0.0,0.0,4.1960462960000635,4.1960462960000635
10.0121,0.0,0.423190981315562,0.0,150.60261999999997,38.43125,0.0,0.0,3.7531464746342023,3.7531464746342023
7.736,0.0,0.36314182168664066,0.0,0.0,38.43125,0.0,0.0,3.205369326796551,3.205369326796551
4.9485,0.0,0.3000555795462243,0.0,0.0,38.43125,0.0,0.0,2.6422016864120295,2.6422016864120295
1.8394,0.0,0.2414257672257844,0.0,0.0,38.43125,0.0,0.0,2.129966286825401,2.129966286825401
-1.3794,0.0,0.19176004994141507,0.0,0.0,38.43125,0.0,0.0,1.7040298354758898,1.7040298354758898
-4.4885,0.0,0.1527094695688197,0.0,0.0,38.43125,0.0,0.0,1.3736748863547148,1.3736748863547148
-7.276,0.0,0.12394718223513387,0.0,0.0,38.43125,0.0,0.0,1.132326958695776,1.132326958695776
-9.552,0.0,0.1041876308300519,0.0,0.0,38.43125,0.0,0.0,0.967068907084699,0.967068907084699
-11.8382,0.0,0.07517398151210211,0.0,0.0,38.43125,0.0,0.0,0.8253457942916274,0.8253457942916274
-12.8517,0.0,0.06941660626137489,0.0,0.0,38.43125,0.0,0.0,0.7693545960036108,0.7693545960036108
-12.8517,0.0,0.06941660626137489,0.0,0.0,38.43125,0.0,0.0,0.7693545960036108,0.7693545960036108
-11.8382,0.0,0.07517398151210211,0.0,0.0,38.43125,0.0,0.0,0.8253457942916274,0.8253457942916274
-9.8803,0.0,0.087531044735965,0.0,0.0,38.43125,0.0,0.0,0.9453107690744729,0.9453107690744729
-7.1114,0.0,0.10813681188895476,0.0,0.0,38.43125,0.0,0.0,1.1453198848911952,1.1453198848911952
-3.7202,0.0,0.13926705562825664,0.0,0.0,38.43125,0.0,0.0,1.4488121956489892,1.4488121956489892
0.0621,0.0,0.18330624515699914,0.0,134.17302999999998,38.43125,0.0,0.0,1.8830882276567313,1.8830882276567313
3.9779,0.0,0.24170532971246952,0.0,461.57412,38.43125,0.0,0.0,2.4702903056303027,2.4702903056303027
7.7602,0.0,0.3134159489944231,0.0,728.89622,38.43125,0.0,0.0,3.210750577194892,3.210750577194892
11.1514,0.0,0.3933107989449626,0.0,917.92149,38.43125,0.0,0.0,4.061550536921749,4.061550536921749
13.9203,0.0,0.4715487511377586,0.0,1015.7680899999999,38.43125,0.0,0.0,4.9208945307810374,4.9208945307810374
15.8782,0.0,0.5349690904577016,0.0,1015.7680899999999,38.43125,0.0,0.0,5.636152295922787,5.636152295922787
16.8917,0.0,0.5706977687275591,0.0,917.92149,38.43125,0.0,0.0,6.046333664074397,6.046333664074397
16.8917,0.0,0.5706977687275591,0.0,728.89622,38.43125,0.0,0.0,6.046333664074397,6.046333664074397
15.8782,0.0,0.5349690904577016,0.0,461.57412,38.43125,0.0,0.0,5.636152295922787,5.636152295922787
13.9203,0.0,0.4715487511377586,0.0,134.17302999999998,38.43125,0.0,0.0,4.9208945307810374,4.9208945307810374
11.1514,0.0,0.3933107989449626,0.0,0.0,38.43125,0.0,0.0,4.061550536921749,4.061550536921749
7.7603,0.0,0.313418072914573,0.0,0.0,38.43125,0.0,0.0,3.210772832499118,3.210772832499118
3.9779,0.0,0.24170532971246952,0.0,0.0,38.43125,0.0,0.0,2.4702903056303027,2.4702903056303027
0.0621,0.0,0.18330624515699914,0.0,0.0,38.43125,0.0,0.0,1.8830882276567313,1.8830882276567313
-3.7202,0.0,0.13926705562825664,0.0,0.0,38.43125,0.0,0.0,1.4488121956489892,1.4488121956489892
-7.1114,0.0,0.10813681188895476,0.0,0.0,38.43125,0.0,0.0,1.1453198848911952,1.1453198848911952
-9.8803,0.0,0.087531044735965,0.0,0.0,38.43125,0.0,0.0,0.9453107690744729,0.9453107690744729
-7.3035,0.0,0.10384385783209563,0.0,0.0,38.43125,0.0,0.0,1.1301706240954488,1.1301706240954488
-8.3123,0.0,0.09618446719174371,0.0,0.0,38.43125,0.0,0.0,1.0538434698646442,1.0538434698646442
-8.3123,0.0,0.09618446719174371,0.0,0.0,38.43125,0.0,0.0,1.0538434698646442,1.0538434698646442
-7.3035,0.0,0.10384385783209563,0.0,0.0,38.43125,0.0,0.0,1.1301706240954488,1.1301706240954488
-5.3548,0.0,0.12021259066535626,0.0,0.0,38.43125,0.0,0.0,1.2936170470377772,1.2936170470377772
-2.5988,0.0,0.14732990422211095,0.0,0.0,38.43125,0.0,0.0,1.5659200930831174,1.5659200930831174
0.7765,0.0,0.18795819410882814,0.0,0.0,38.43125,0.0,0.0,1.9786831308166197,1.9786831308166197
4.5412,0.0,0.2449067562301644,0.0,137.17683,38.43125,0.0,0.0,2.5686504828908556,2.5686504828908556
8.4388,0.0,0.31971263185208165,0.0,465.50711999999993,38.43125,0.0,0.0,3.365382753692104,3.365382753692104
12.2035,0.0,0.41074219195350037,0.0,733.5877599999999,38.43125,0.0,0.0,4.368810700789732,4.368810700789732
15.5788,0.0,0.5113423136760638,0.0,923.1493899999999,38.43125,0.0,0.0,5.520391540773812,5.520391540773812
18.3348,0.0,0.609204808160927,0.0,1021.2735999999999,38.43125,0.0,0.0,6.682419696909964,6.682419696909964
20.2835,0.0,0.6881377127417384,0.0,1021.2735999999999,38.43125,0.0,0.0,7.648838017093699,7.648838017093699
21.2923,0.0,0.7324730502566008,0.0,923.1493899999999,38.43125,0.0,0.0,8.20282355262312,8.20282355262312
21.2923,0.0,0.7324730502566008,0.0,733.5877599999999,38.43125,0.0,0.0,8.20282355262312,8.20282355262312
20.2835,0.0,0.6881377127417384,0.0,465.50711999999993,38.43125,0.0,0.0,7.648838017093699,7.648838017093699
18.3348,0.0,0.609204808160927,0.0,137.17683,38.43125,0.0,0.0,6.682419696909964,6.682419696909964
15.5788,0.0,0.5113423136760638,0.0,0.0,38.43125,0.0,0.0,5.520391540773812,5.520391540773812
12.2035,0.0,0.41074219195350037,0.0,0.0,38.43125,0.0,0.0,4.368810700789732,4.368810700789732
8.4388,0.0,0.31971263185208165,0.0,0.0,38.43125,0.0,0.0,3.365382753692104,3.365382753692104
4.5413,0.0,0.24490845458594654,0.0,0.0,38.43125,0.0,0.0,2.5686682874809574,2.5686682874809574
0.7766,0.0,0.18795953361694273,0.0,0.0,38.43125,0.0,0.0,1.978696846050483,1.978696846050483
-2.5988,0.0,0.14732990422211095,0.0,0.0,38.43125,0.0,0.0,1.5659200930831174,1.5659200930831174
-5.3547,0.0,0.12021348705458723,0.0,0.0,38.43125,0.0,0.0,1.293626013738945,1.293626013738945
-5.5301,0.0,0.14619356183918605,0.0,0.0,38.43125,0.0,0.0,1.2779935859201408,1.2779935859201408
-6.5064,0.0,0.13587966628997047,0.0,0.0,38.43125,0.0,0.0,1.1943706308056248,1.1943706308056248
-6.5064,0.0,0.13587966628997047,0.0,0.0,38.43125,0.0,0.0,1.1943706308056248,1.1943706308056248
-5.5301,0.0,0.14619356183918605,0.0,0.0,38.43125,0.0,0.0,1.2779935859201408,1.2779935859201408
-3.6439,0.0,0.1681368089010418,0.0,0.0,38.43125,0.0,0.0,1.4564948452819853,1.4564948452819853
-0.9766,0.0,0.2042261953778231,0.0,0.0,38.43125,0.0,0.0,1.7522766858678225,1.7522766858678225
2.2902,0.0,0.2578175104229754,0.0,0.0,38.43125,0.0,0.0,2.197572246498687,2.197572246498687
5.9339,0.0,0.3321958726757563,0.0,164.04611999999997,38.43125,0.0,0.0,2.8289772905069825,2.8289772905069825
9.7061,0.0,0.4289141150256797,0.0,548.94238,38.43125,0.0,0.0,3.6743793878357156,3.6743793878357156
13.3498,0.0,0.5454957079551022,0.0,863.20863,38.43125,0.0,0.0,4.730099709557122,4.730099709557122
16.6166,0.0,0.673253252890262,0.0,1085.42842,38.43125,0.0,0.0,5.932131568449277,5.932131568449277
19.284,0.0,0.7966791605766319,0.0,1200.4580899999999,38.43125,0.0,0.0,7.1368655574952395,7.1368655574952395
21.1701,0.0,0.89572717799486,0.0,1200.4580899999999,38.43125,0.0,0.0,8.133636944202733,8.133636944202733
22.1464,0.0,0.9511822200795439,0.0,1085.42842,38.43125,0.0,0.0,8.703107374536453,8.703107374536453
22.1464,0.0,0.9511822200795439,0.0,863.20863,38.43125,0.0,0.0,8.703107374536453,8.703107374536453
21.1701,0.0,0.89572717799486,0.0,548.94238,38.43125,0.0,0.0,8.133636944202733,8.133636944202733
19.284,0.0,0.7966791605766319,0.0,164.04611999999997,38.43125,0.0,0.0,7.1368655574952395,7.1368655574952395
16.6166,0.0,0.673253252890262,0.0,0.0,38.43125,0.0,0.0,5.932131568449277,5.932131568449277
13.3498,0.0,0.5454957079551022,0.0,0.0,38.43125,0.0,0.0,4.730099709557122,4.730099709557122
9.7061,0.0,0.4289141150256797,0.0,0.0,38.43125,0.0,0.0,3.6743793878357156,3.6743793878357156
5.9339,0.0,0.3321958726757563,0.0,0.0,38.43125,0.0,0.0,2.8289772905069825,2.8289772905069825
2.2903,0.0,0.2578193276530946,0.0,0.0,38.43125,0.0,0.0,2.197587478961542,2.197587478961542
-0.9766,0.0,0.2042261953778231,0.0,0.0,38.43125,0.0,0.0,1.7522766858678225,1.7522766858678225
-3.6439,0.0,0.1681368089010418,0.0,0.0,38.43125,0.0,0.0,1.4564948452819853,1.4564948452819853
-5.8389,0.0,0.12763638846383385,0.0,0.0,38.43125,0.0,0.0,1.2509295965523928,1.2509295965523928
-6.7186,0.0,0.11947820389890748,0.0,0.0,38.43125,0.0,0.0,1.1769316964503418,1.1769316964503418
-6.7186,0.0,0.11947820389890748,0.0,0.0,38.43125,0.0,0.0,1.1769316964503418,1.1769316964503418
-5.8389,0.0,0.12763638846383385,0.0,0.0,38.43125,0.0,0.0,1.2509295965523928,1.2509295965523928
-4.1395,0.0,0.14482993895759333,0.0,0.0,38.43125,0.0,0.0,1.4073104267372727,1.4073104267372727
-1.7361,0.0,0.1727051314069989,0.0,0.0,38.43125,0.0,0.0,1.6624150215849771,1.6624150215849771
1.2075,0.0,0.21335850240879634,0.0,0.0,38.43125,0.0,0.0,2.0386874246318554,2.0386874246318554
4.4906,0.0,0.2686622035211445,0.0,121.48047999999999,38.43125,0.0,0.0,2.559657171970198,2.559657171970198
7.8895,0.0,0.33913289013173015,0.0,400.72761999999994,38.43125,0.0,0.0,3.2396559228869415,3.2396559228869415
11.1725,0.0,0.42246163012552673,0.0,628.73191,38.43125,0.0,0.0,4.06749506527912,4.06749506527912
14.1161,0.0,0.5122546262737182,0.0,789.9552399999999,38.43125,0.0,0.0,4.988135292130957,4.988135292130957
16.5195,0.0,0.5978096873592058,0.0,873.4105099999999,38.43125,0.0,0.0,5.892339658537006,5.892339658537006
18.2189,0.0,0.6657697402032275,0.0,873.4105099999999,38.43125,0.0,0.0,6.628951031449483,6.628951031449483
19.0986,0.0,0.7035848390202321,0.0,789.9552399999999,38.43125,0.0,0.0,7.045736863359724,7.045736863359724
19.0986,0.0,0.7035848390202321,0.0,628.73191,38.43125,0.0,0.0,7.045736863359724,7.045736863359724
18.2189,0.0,0.6657697402032275,0.0,400.72761999999994,38.43125,0.0,0.0,6.628951031449483,6.628951031449483
16.5195,0.0,0.5978096873592058,0.0,121.48047999999999,38.43125,0.0,0.0,5.892339658537006,5.892339658537006
14.1161,0.0,0.5122546262737182,0.0,0.0,38.43125,0.0,0.0,4.988135292130957,4.988135292130957
11.1726,0.0,0.42246442470773077,0.0,0.0,38.43125,0.0,0.0,4.06752325910419,4.06752325910419
7.8895,0.0,0.33913289013173015,0.0,0.0,38.43125,0.0,0.0,3.2396559228869415,3.2396559228869415
4.4906,0.0,0.2686622035211445,0.0,0.0,38.43125,0.0,0.0,2.559657171970198,2.559657171970198
1.2075,0.0,0.21335850240879634,0.0,0.0,38.43125,0.0,0.0,2.0386874246318554,2.0386874246318554
-1.736,0.0,0.1727063851060004,0.0,0.0,38.43125,0.0,0.0,1.6624265446077677,1.6624265446077677
-4.1394,0.0,0.1448310091752718,0.0,0.0,38.43125,0.0,0.0,1.4073201815036223,1.4073201815036223
-7.6827,0.0,0.11866835244739578,0.0,0.0,38.43125,0.0,0.0,1.1008520545584968,1.1008520545584968
-8.6212,0.0,0.11048352167328813,0.0,0.0,38.43125,0.0,0.0,1.031519143362051,1.031519143362051
