tair,rh,D_air,irradiance,apar,Cs,bm_c,bm_n,rCN,Vm25,LAI,Ac,An,Reco,NEE
6.8731,0.0,0.2974326745519481,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,2.5671102498239606,2.5671102498239606
3.8598,0.0,0.24164157356429192,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,2.0832200757192534,2.0832200757192534
0.7402,0.0,0.19394592837502922,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,1.6781309016153947,1.6781309016153947
-2.273,0.0,0.15608398848352717,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,1.3618192736742911,1.3618192736742911
-4.9747,0.0,0.1279336216864794,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,1.1292502684559858,1.1292502684559858
-7.1806,0.0,0.10843276882725288,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.9691388325800333,0.9691388325800333
-11.1614,0.0,0.09198014033669967,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.7369565558256973,0.7369565558256973
-11.9945,0.0,0.08618187510920525,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.6956056128468879,0.6956056128468879
-11.9945,0.0,0.08618187510920525,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.6956056128468879,0.6956056128468879
-11.1614,0.0,0.09198014033669967,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.7369565558256973,0.7369565558256973
-9.552,0.0,0.1041876308300519,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.8239287439421984,0.8239287439421984
-7.276,0.0,0.12394718223513387,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.9647262175169788,0.9647262175169788
-4.4885,0.0,0.1527094695688197,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,1.170351166713764,1.170351166713764
-1.3794,0.0,0.19176004994141507,0.0,150.60261999999997,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,1.451808812896426,1.451808812896426
1.8394,0.0,0.2414257672257844,0.0,525.00628,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,1.8147005187393306,1.8147005187393306
